CORPUS,TOPIC_ID,TOPIC,HUMAN_TEXT,PROMPT,LLAMA_TEXT,GEMMA_NAME,MISTRAL_TEXT
BAWE,BAWE_929,Insect Conservation: A Personal Perspective,"Insect conservation is not a widely reported issue, mainly due to the public's perception of these so-called 'creepy-crawlies', but that does not mean that it is not an important issue. As a student of conservation biology I can recognise the importance of insect conservation, insects are not only beneficial themselves but they are extremely useful conservation tools, so from a personal perspective insect conservation would be an excellent area of wildlife management to get into; and having worked with insects before I have a genuine interest in entomology. Conservation itself is a fairly personal issue, we want to save certain species simply because we have an interest in them or because they are aesthetically pleasing or because we feel guilty at destroying their habitat or population, so why shouldn't insects be considered as important as other organisms? The general lack of knowledge of even how many insect species there are makes it a difficult topic to study, only about 7-10% of insects are scientifically described (Samways, 1993), and there are only 771 insect species on the IUCN Red List of Threatened species (website, 2004). This shows how much more work is needed to be done on insect biology and ecology...",You are a university student. Write an essay on the topic Insect Conservation: A Personal Perspective.,,,
BAWE,BAWE_371,What best explains people's willingness to work hard?,"The issue of getting people to work hard has been problematic for many businesses for a large proportion of the 20 th Century. Many theories have been put forward as to why individuals will not only work hard but, crucially, have the will to work hard for something or someone. The paper explores the varying reasons as to why people will work hard but also how these reasons can be interpreted negatively resulting in a weakened will to work hard. Prior to the Industrial Revolution in the Great Britain the world of work was rather more subsistent and consequently relaxed. Scientific management was non existent and the only reason for working was to support ones self or family. However, during the Industrial Revolution the reason for working, the view of work and the very will of people was dramatically influenced and ultimately changed. From 1920-1970 the view of employees changed from the draconian ""factor of production"" to trying to ""Make employees feel that they are important"". The elements of early behavioural management eventually evolved into Human Resource Management. Today businesses are investigating deeper and deeper into the world of Human Resource Management as a way to increase productivity and profit....",You are a university student. Write an essay on the topic What best explains people's willingness to work hard?.,,,
BAWE,BAWE_492,Why did Britain lose the American Revolutionary War?,"If only statistics are considered, the British should have won the American Revolutionary War having ""overwhelming military and naval supremacy"" and superior financial resources at their disposal. The Americans, on the other hand, had only ""a small, ill-trained army and little military experience;"" even Washington could only explain the success as due to ""Divine Providence."" The Americans, however, had the advantage of European allies ""marshalling against England,"" a stronger desire to win, and superior tactics. Additionally, they had stronger leadership than the British from Washington, Greene, Knox and others who, through innovative and imaginative planning, aided the American's victory. As Stephen Conway argues, however, Britain had the troops and financial resources to sustain a much longer war, suggesting that it was ""not lack of manpower, logistical collapse or financial exhaustion"" that led to American success but a ""loss of political will to continue."" <fnote>Countryman,E, ""The American Revolution,"" (New York, 1985) </fnote><fnote>Countryman,E, ""The American Revolution,"" (New York, 1985) </fnote><fnote>Bloy, Marjie, ""The War of American Independence,"" (dspace.dial.pipex.com, last modified December 2004) </fnote><fnote>Conway, Stephen, ""British Governments and the Conduct of War"" in Dickinson, HT (ed.), ""Britain and the American Revolution,"" (Essex, 1998), p. 179 </fnote>British military and political leaders were, compared to their...",You are a university student. Write an essay on the topic Why did Britain lose the American Revolutionary War?.,,,
BAWE,BAWE_29,How Can Psychologists Best Use Qualitative Methods In Research?,"Qualitative research is theoretically research that leads to dichotomous results, i.e. data values of zero or one; however in psychology qualitative findings are usually those not arrived at by statistical methods, (Grohol, 2005). Methods are usually naturalistic and involve observing behaviour without manipulating variables. Qualitative methods are often thus considered less scientific than quantitative methods, yet they play a vital role in understanding behaviour in its natural environment and are frequently used to develop hypotheses and theories, giving exploratory analysis which can aid quantitative experimental design. Due to the inductive nature of qualitative research, however, it can only be a useful medium when explored in sufficient detail; therefore validity and reliability are critical to its utility. Since qualitative research differs so greatly from quantitative study, researchers have developed non-quantitative criteria for assessing reliability and validity. For instance, Guba and Lincoln, (1994), proposed four criteria for judging the soundness of qualitative research, e.g. as repeated observations of the same events are impossible (reliability), qualitative methods must show dependability and the research must account for how changes in context produced changes in observation. Instead of internal validity, qualitative methods need credibility; to establish that results are credible from the participants' perspectives. In...",You are a university student. Write an essay on the topic How Can Psychologists Best Use Qualitative Methods In Research?.,,,
BAWE,BAWE_731,"'Language never merely reflects relationships of power, it is the very terrain in which power is exercised, exchanged, extended and realised.' Consider the ways in which Orwell articulates the relationship between power and language in at least two texts","In George Orwell's essay Politics and the English Language he describes his concern for the state of the English language and sees politics as a key reason for its decline. He discusses how political language is invented in order to separate its meaning from its declaration. He claims political language ""is designed to make lies sound truthful and murder respectable, and to give an appearance of solidity to pure wind."" The dictators of the twentieth century carried out such atrocities that it was fundamental that they were able to downplay their actions when justifying their behaviour. Use of euphemism was common as words such as ""pacification"", ""transfer of population"" and ""elimination of unreliable elements"" were given to explain military practice that governments did not want people to imagine. In Orwell's writing he studies how language is power. An oppressive state seeks to abolish liberty, freedom and individuality and the most effective way of doing this is through the control of language. As accurate history is fundamental to liberty and language dictates history, one can destroy liberty through the control of language. Orwell was interested in how much more effective it is to alter a persons thinking in accordance with yours...","You are a university student. Write an essay on the topic 'Language never merely reflects relationships of power, it is the very terrain in which power is exercised, exchanged, extended and realised.' Consider the ways in which Orwell articulates the relationship between power and language in at least two texts.",,,
BAWE,BAWE_243,Did the Spanish 'spiritual conquest' fail in sixteenth-century Peru?,"The conquest of the Inca empire in 1532 saw the creation of a nascent model of colonial government, beginning a period in which Spain would endeavour to establish control over its new territory. Owing to its erstwhile conquering successes, Spain had an established tradition of assimilation, bringing conquered peoples under the crown's jurisdiction through conversion and allegiance to the Catholic Church. The notion of a 'spiritual conquest' pertained to the degree to which, following initial military and political subjugation, the colonists were able to proselytize the various indigenous inhabitants of its newly acquired regions. By the time of the conquest of Peru however, enthusiasm for evangelization had declined markedly within the Church and governmental authorities, with circumstances in Peru itself further constraining the enactment of a theological conquest. Internecine feuding, sustained Indian insurgency, and an inauspicious set of geographical facets meant that indigenous groups largely retained their traditional spiritual tenets in the initial years. However, even during the proceeding years of greater royal colonial control and organization of the Indians under Francisco de Toledo's Viceroyalty, full evangelization became effectively marginalized by the priority of establishing control over a part of the crown's empire that had strayed unpalatably far into private...",You are a university student. Write an essay on the topic Did the Spanish 'spiritual conquest' fail in sixteenth-century Peru?.,,,
BAWE,BAWE_79,Does Ranke deserve the title 'father of scientific history'?,"Leopold von Ranke (1795-1886), often acclaimed as the father of the scientific method of historiography, is compartmentalised by such a label. It will be argued that his methodology does not concur with that of Geschichtswissenschaft, which would stress on absolute 'objectivity, validity and truth', but more importantly, would identify a 'recurrent theme'. Furthermore, as Georg Iggers has argued, 'rigorous science' must ignore 'metaphysical speculation'. Much of the aforementioned label associated with Ranke arises from the symbol that he became rather than what he actually wrote. Hans Scheier has argued that it was this legacy that distorted the definition of scientific history, whereby it became ""a search for facts alone, with no laws or generalisations with a renunciation of all philosophy"". Ranke, on the other hand, had distanced himself from such extreme positions when he argued that ""from the particular we can indeed...ascend to the universal"", whereby it was implied that facts do indeed come together to portray a larger context. <fnote>H Feldner, ""The New Scientificity in Historical Writing around 1800"" in Berger et al (eds.), Writing History: Theory & Practice (London: Arnold, 2003), p. 3 </fnote><fnote>Georg G Iggers, Historiography in the Twentieth Century: From Scientific Objectivity to the Postmodern Challenge...",You are a university student. Write an essay on the topic Does Ranke deserve the title 'father of scientific history'?.,,,
BAWE,BAWE_579,To what extent did relations with the Soviet Union and American Left shape the character of the Mexican Revolution?,"The Mexican Revolution of 1911 and the proceeding revolutionary decade was an important political period in the history of Mexico absorbing a multiplicity of ideological stances. Relations with the United States of America and the Soviet Union are amongst the factors that built the leftist strand of the revolution as one of its distinct features. Diplomacy with the Unites States was important in the altering of the character of the revolutionary period and shows the attitude the U.S.A had toward Mexico. The dynamics of this relationship, and apparent need to cooperate with the United States would be instrumental in the behaviour of the key players in Mexico, causing both the strengthening of leftist sentiment and the later compromise of these leftist principles. The U.S.A.'s strong leftist bohemian community and their relations with the Mexican people were paramount in the shaping of the Revolution's leftist character. Key figures helped rectify the perception of Mexico in the U.S and worked actively in Mexico in the encouragement of leftist ideology. The strained and unclear relationship between the Soviet Union and Mexico illustrates the competing ideologies present in the Mexican Revolution. The leftist strand resulted in the Soviet Union being considered an exemplar to...",You are a university student. Write an essay on the topic To what extent did relations with the Soviet Union and American Left shape the character of the Mexican Revolution?.,,,
BAWE,BAWE_441,Democracy and Legitimacy in the European Union: Is There a Crisis?,"<abstract><heading>Abstract</heading>The European Union is considered to be suffering from a crisis of legitimacy because it lacks the essential pre-requisites of a democratic polity as traditionally conceived in Western political doctrine. The debate concerning the EU's legitimacy is generally centred on two main normative conceptions of governance in Europe. Firstly, the ardently supranational, state-centric approach, which attacks the legitimacy of the Union for lacking the qualities that constitute liberal-democratic nation states - the only truly legitimate political organisation in European thought to hold the allegiance of the masses. And, secondly, the functional, regulatory-type, multi-level governance approach that criticises the EU's dubious legitimacy since it has ventured beyond rational, pragmatic association and clashed with the nation state. Overall, effective assessments of arguably the most crucial aspect of legitimacy - identity - are rare. From both perspectives, the establishment of a European identity which recognises the EU as a legitimate polity, either in the United States of Europe, federalist sense, or in the multi-level governance sense of rationally divided competencies between various levels of government, identity is critical. Without popular support and recognition the EU will remain in a state of limited legitimacy regardless of whether or not contingencies are made for popular...",You are a university student. Write an essay on the topic Democracy and Legitimacy in the European Union: Is There a Crisis?.,,,
BAWE,BAWE_844,Essay Question 2,"Is it necessary to postulate sense-data in order to account for illusion and hallucination? This text will argue in favour of sense-data theory as a necessity to account for illusion and hallucination. First of all, a brief introduction to the relevant theories of perception will be described, namely Realism and Anti-Realism and their divisions; Direct Realism, Indirect Realism, Idealism and Phenomenalism. Reasons as to why sense-data theory might be hard to accept and arguments for the proposal of sense-data theory will follow. These arguments supporting sense-data theory arise from hallucination and illusion. The example used in this text as reinforcement to back up arguments will relate to visual perceptual experience, as it is most easily understood and more readily applicable. It is important to realise though, that each argument counts equally as much for the other forms of sensory perception, such as aural and tactual perception, as it does for visual perception. Often when one looks at an object, say, a half emptied bottle of whiskey, one believes that they are perceiving an external object. They see a bottle infront of them and can (assuming they have not drank the first half) interact with it by means of their senses....",You are a university student. Write an essay on the topic Essay Question 2.,,,
BAWE,BAWE_632,"Discuss critically whether or not choice of law rules may refer to a system of law that does not derive from the sovereign power of a state, e.g. Shariah or UNIDROIT Principles of International Commercial Contracts. Make reference to case law and the academic discussion.","<heading>Introduction</heading>XXI century- a time of aeroplanes, internet and fast communication. Nowadays it is possible to easily move from one place to another, to work in Europe and have a company in US, to believe in Buddha but live in Catholic country. People get used to travelling, make business all around the world, changing different jurisdictions sometimes even without noticing it. Globalisation, not without any disadvantages, can be much helpful in every day life by making things ""easier and faster"". Therefore, it is foreseeable that besides enjoying all that possibilities, injuries and loss across state borders will occur- from time to time resulting in a claim brought to courts. Owning to this, the question arises, which court may be the forum of the case? In fact, it would be judge's role to first decide if the conflict of laws had occurred, then, if they are allowed to proceed. Furthermore, whether the national either foreign jurisdiction would be applicable. May non- state law- like international or religious principles can possibly be weigh in these considerations? <fnote>Making any statements on that issue will need to debate and define the sovereignty power of State, and problems closely connected- its privileges, duties and limitations; moreover...","You are a university student. Write an essay on the topic Discuss critically whether or not choice of law rules may refer to a system of law that does not derive from the sovereign power of a state, e.g. Shariah or UNIDROIT Principles of International Commercial Contracts. Make reference to case law and the academic discussion..",,,
BAWE,BAWE_840,Compare and contrast the various systems of local government revenue collection and determine which one (if any) best protects the local democracy,"<heading>Introduction</heading>There are various different methods in which local governments collect revenue, including Local Taxation, User Charges, Government Grants and through borrowing. The most controversial method is through Local Government Taxation and this has evolved over time with various different methods used by different governments. This essay will analyse each method of local government taxation, including methods not used in the UK, and will determine which of these methods best protects local democracy. <heading>Council Tax</heading>The current method of local taxation is known as Council Tax, in which residents pay tax to their council according to the value of their home. The system has been in use since April 1993 and is based on property values of 1 st April 1991, whereby housing was graded on a scale of A-H (Table 1.1), depending on the value of the property at that time. <table/>Under the current system, various groups are exempt from paying the tax. These include students, monks and nuns and people in prison (excluding those imprisoned for avoiding council tax). There are also benefits available of up to 100% for people with low incomes. The system is also seen as simple and sustainable as explained by Harvey in 2000 (p389). <quote>'they...",You are a university student. Write an essay on the topic Compare and contrast the various systems of local government revenue collection and determine which one (if any) best protects the local democracy.,,,
BAWE,BAWE_401,"If experience is the source of our grasp of the concept of a physical object, then how do we make intelligible to ourselves the idea that such objects may exist unperceived?","I am going to discuss Berkeley's contention that the above question cannot be answered positively in a way that is not either contradictory or nonsensical. I shall outline Berkeley's discussion of how this is so before examining the so-called 'Master Argument'. The force of Berkeley's argument derives from his imagistic theory of understanding. I shall cast doubt on the success of Berkeley's argument by attacking the imagistic approach to the understanding it rests on. I shall then suggest how a theory of understanding could be emended to give a positive answer to the title. <fnote>Berkeley, G. Berkeley, G. (1988) 'Principles of Human Knowledge/ Three Dialogues', London: Penguin. First Dialogue, *24 </fnote>Berkeley believes that all talk of material objects is unintelligible. The foundation of all our knowledge is perception; all perception has ideas as its objects; for all the objects of perception, esse est percipi. For Berkeley, ontology is exhausted by such ideas along with the spirits required to give them existence by perceiving them. Berkeley presents as an argument for this thesis - that, ""all the choir of heaven and furniture of the earth, in a word all those bodies which compose the mighty frame of the world, have no...","You are a university student. Write an essay on the topic If experience is the source of our grasp of the concept of a physical object, then how do we make intelligible to ourselves the idea that such objects may exist unperceived?.",,,
BAWE,BAWE_922,Differences between males and females ways of talking.,"<heading>1. Introduction</heading>This essay begins with brief descriptions of two approaches to investigating males' and females' ways of talking, the variationist's and the language and gender approaches. It then concentrates on language and gender by discussing the theories of deficiency, dominance, and difference and considers the concepts of language as a gendered system and communicative competence where they provide an analytical tool for investigating these theories. Exampled are investigations and resulting suggestions for differences found. Also considered is the relatively new post-modern, or social constructionist, perspective. The focus is on English due to space restrictions. <heading>1.1 Variationist approach</heading>Variationism concerns itself with structure and form concentrating on the co-relation between a linguistic variable and one or more social variables. Variationists ask; <quote>'Do males and females use standard and non-standard speech forms in the same way?' (Baxter, 2005) </quote>Labov's (1969) study of non-standard English and Trudgill's (1972) study of Norwich speakers showed that women consistently use more standard forms than men and men use more vernacular forms than women within the same social class. Trudgill (2000:73) says this is 'the single most consistent finding to emerge from sociolinguistic work around the world in the past 30 years'. Variationism is primarily quantitative and looks...",You are a university student. Write an essay on the topic Differences between males and females ways of talking..,,,
BAWE,BAWE_1094,"Is it possible to be an error theorist without claiming that all moral judgements are false? If so, how? If not, why not?","In general terms, the study of morality concerns an enquiry into how we ought to conduct our lives in terms of right and wrong actions. This is the domain of normative ethics. Distinct from normative ethics, the field of meta-ethics concerns the nature and grounding of our moral belief systems, and essentially attempts to define our notion of morality by appealing to beliefs and attitudes. One such much debated meta-ethical idea is that of error-theory. Error theory can be directly contrasted with non-naturalist moral realism. Both these meta-ethical theories hold that when we make a moral judgement, we are expressing a belief about non-natural properties. The difference between the two lies in the fact that realists hold that these non-natural properties exist, whereas error theorists hold that they don't. Before we get into a critical discussion it is helpful to understand a little about 'beliefs' and 'non-natural properties'. A belief is an attempt at representing the world as it actually is, thus we can either hold true beliefs or false beliefs. A non-natural property is a property of the world that cannot be discovered through the usual method one employs in order to discover a natural property, namely through scientific...","You are a university student. Write an essay on the topic Is it possible to be an error theorist without claiming that all moral judgements are false? If so, how? If not, why not?.",,,
BAWE,BAWE_318,Are all forms of art part of the 'culture industry'?,"In 1932 Aldous Huxley wrote 'Brave New World'. His dystopia existed six hundred years into the future. In his world culture and art no longer existed. Truth had been sacrificed for technological progress. Society existed only to perpetuate the status quo, controlled by sophisticated methods of science and censorship. Around the same time, the Frankfurt School were formulating their ideas that our world was not so dissimilar to Huxley's nightmarish creation. The founding authors of the Frankfurt School were Max Horkheimer, Theodor Adorno, and Herbert Marcuse. This essay will explore their thoughts and theories on the 'culture industry'; a concept worked out by Horkheimer and Adorno in the 1930s. The 'culture industry' is the culmination of a number of ontological ideas running throughout the Frankfurt Schools thought. A brief genealogy of the Frankfurt is a prudent place to begin, from this, the concepts essential to their ideas will be examined. Their arguments are those of 'totality', technological domination, and to a certain degree a functionalist critique of societal mechanisms that reproduce and create social control. The 'culture industry' is the capitalist method of securing stability for its world system, through the domination of the way in which people use their...",You are a university student. Write an essay on the topic Are all forms of art part of the 'culture industry'?.,,,
BAWE,BAWE_964,What is the effect of the social variables of class and gender on the way we speak? Is there a link between them?,"For years, linguists and sociologists have been researching the linguistic variables that are related to the sociological characteristics of speakers of language and what makes them varied. This is important because it implies that there are different factors that affect the way people speak, and that there is a variety of language used among people in society. In this essay, I intend to look at different social variables of gender and class, such as geographical factors and different language use, to try and find out if they have an effect on the way people speak. Also, if there is linguistic variation between gender and class. Gender refers to the social, cultural and psychological differences that occur between men and women. It should not be confused with sex, which is associated with the biological and anatomical differences between men and women. In 1975, Robin Lakoff carried out a study that looked at gender differences in the context of the courtroom and at how women spoke differently compared to men. There are certain features which women use. Women use speech such as hedges, which consist of not saying anything definite such as 'sort of', polite speech, tag questions, such as, he was...",You are a university student. Write an essay on the topic What is the effect of the social variables of class and gender on the way we speak? Is there a link between them?.,,,
BAWE,BAWE_402,Discuss the distinction between the two multiplicities in Time and Free Will. What work is this doing in Bergson's argument for duration?,"The distinction between the two multiplicities is central to Bergson's concept of duration. I shall try to show that the second multiplicity is a problematic schema. As the second multiplicity defines the nature of pure duration, I shall evaluate whether the concept of duration is dealt a fatal blow by the difficulties. The term 'multiplicity' is to be used to understand the origins of the concepts of one and many, and the relations between the two. The second multiplicity can be considered an attempt to subvert the intuitive understanding of those two concepts that is better captured by the first multiplicity. The first multiplicity Bergson deals with is defined with reference to extension and number. Extension is for Bergson pure quantity without quality. That is to say that extension can only be expressed mathematically. To give something's extension is to define it using co-ordinates; to express its internal relations that way is to measure its size, to express its external relationships in such a manner is to express its location. Extension is thus intrinsically connected to the concept of number. For Bergson, every number is an implicit multiplicity. The concept of a discrete unit is thus to some extent an...",You are a university student. Write an essay on the topic Discuss the distinction between the two multiplicities in Time and Free Will. What work is this doing in Bergson's argument for duration?.,,,
BAWE,BAWE_831,Why Study Literature?,"In Beginning Theory we are told that the study of literature 'cultivates the taste, educates the sympathies and enlarges the mind."" However, whilst this may seem like reason enough to study literature, it is worth noting that these qualities are not quantifiable, and therefore the study of literature can have no fixed 'knowledge component."" Why then, should it be studied? 'Literature has historically been seen as dangerous: it promotes the questioning of authority and social arrangements.' It is, after all, 'an institution based on the possibility of saying anything you can imagine."" Therefore literature has the possibility of fictionally exceeding what has been thought and written before <fnote>Edward Freeman, cited in P. Barry, Beginning Theory, (G.B. Manchester University Press, 2002) pg 14 </fnote><fnote>ibid </fnote><fnote>J. Culler, Literary Theory, A Very Short Introduction (G.B, Oxford University Press, 2000) pg 39 </fnote>I am going to look at Sir Walter Raleigh's poem ""A Vision Upon the Fairy Queen.' When read in relation to the New Historicist theory as stated by Stephen Greenblatt in The Norton Anthology of Theory and Criticism (pg 2251) it can be said that this poem 'should be restored to the past in order to make it count in the present;'...",You are a university student. Write an essay on the topic Why Study Literature?.,,,
BAWE,BAWE_894,Discuss the representation of female sexuality in one or more texts of the period.,"<quote> Victorian representations of women tend to polar extremes: women are saintly or demonic . . . guardians of domestic happiness or unnatural monsters.</quote><fnote>Kelly Hurley, The Gothic Body: Sexuality, Materialism and Degeneration at the Fin de Siécle (Cambridge: Cambridge University Press, 1996) p.121 </fnote>Bram Stoker's Dracula, upon first impressions, seems to comply with this view. Mina Harker embodies all the good womanly virtues, while Lucy Westenra is a voluptuous blood-lusting animal. However, upon closer inspection, Dracula's representation of female sexuality seems to become blurred and the boundaries between gender roles fluctuate. Lucy, though vivacious, is well respected and virginal when we are first introduced to her. She transforms from angel to beast in just a few paragraphs. Mina, although an ideal wife for Jonathan Harker, is portrayed as engaging with modern technologies, making her resourceful yet unconventional. Many critics, therefore, have formed the view that Stoker's representations of female sexuality is inconclusive. The question is, why? According to Carol Senf, Stoker's treatment stems from his ""ambivalent reaction to a topical phenomenon - the New Woman."" <fnote>Carol A. Senf, ""Dracula: Stoker's Response to the New Woman"", Victorian Studies, 26 (1982) p.34 </fnote>The New Woman emerged as a topic of controversy around...",You are a university student. Write an essay on the topic Discuss the representation of female sexuality in one or more texts of the period..,,,
BAWE,BAWE_971,"What effect, if any, did the Peloponnesian War have on Athenian society?","The Peloponnesian War had a large variety of effects on Athenian society, which I have split into five very generalised groups. First of all I will look at the direct economic effects of the war, and show how these caused Athens problems. Then I will move onto the socio-political effects of the war, and examine how the conduct of politics and fear of revolution split Athenian society. Because religion and politics were not mutually exclusive I will move from the effect of the war on politics to its effect on Athenian religion, and discuss the decreased tolerance of impiety and introduction of new gods. I will then show how these effects of the war affected the works of poets such as Aristophanes and Euripides, before moving on to look at how Athenian society changed in the aftermath of the Peloponnesian War due to wartime events. To begin with then, I will look at the economic effects of the war on Athens. Because of the cost of funding the war, Athens' resources began to dry up, and the city was forced to look for new sources of income. One method that was used was the introduction of a new tax of...","You are a university student. Write an essay on the topic What effect, if any, did the Peloponnesian War have on Athenian society?.",,,
BAWE,BAWE_522,Does China disprove the popular understanding that economic liberalisation inevitably leads to political liberalisation?,"<heading>INTRODUCTION</heading>In 1922 Bertrand Russell presciently recognised China's growing importance, that the whole world ""will be vitally affected by the development of Chinese affairs, which may well prove a decisive factor, for good or evil, during the next two centuries"". Russell, recognising China's essential differences to the West, asks whether China can retain its 'virtues' without being forced to adopt the 'model' of ""all the foreign nations with which she has dealings"", a question that is just as relevant today. In the last decade, economic importance on the world stage has increased dramatically, to an extent at which even Russell might be surprised. Economic reforms have been implemented rapidly since Deng Xiaoping's exhortation to the people that ""to get rich is glorious"" leading to its powerful current position, where it stands to overtake the US as the world's largest economy by 2020. The extent of China's influence is easy to see, with their fuel needs pushing up oil prices, their cheap goods fuelling consumption and their huge markets for an ever increasing number of goods fuelling demand for foreign manufacturers, the Chinese economy is playing an increasingly large role on the world stage, a fact that has not escaped the notice...",You are a university student. Write an essay on the topic Does China disprove the popular understanding that economic liberalisation inevitably leads to political liberalisation?.,,,
BAWE,BAWE_236,To what extent did the Romantic Movement pave the way for modern environmentalism?,"The epoch of the Romantic Movement has been a topic of notable discussion, however it is generally postulated that it spanned the period between the mid-eighteenth and mid-nineteenth century, triumphing particularly in its later years. The Romantic Movement symbolised a momentous reaction against the degrading material and environmental changes stimulated by the centuries' industrial and agricultural revolutions, alongside a rejection of the rational dogmas of the Enlightenment. The principal characteristics of the Romantic Movement included an overpowering yet troubled love of nature, sympathy and nostalgia for a golden past, and enthusiasm for a simple rural life. A combination of these elements provided the impetus in paving the way for modern environmentalism, because of their connection to the supreme force of Mother Nature and endeavours to protect her dominion. Although it is 'difficult to place the commencement of modern concerns about the environment to any specific date', modern environmentalism evolved as a mass movement since Earth Day, in 1970. Although an understanding of environmental issues had been accumulating throughout the century, this national celebration underlined the fact that modern society was growing increasingly conscious of the threat posed by the profound environmental problems that stemmed from adverse developments in the economy....",You are a university student. Write an essay on the topic To what extent did the Romantic Movement pave the way for modern environmentalism?.,,,
BAWE,BAWE_71,'The concern of the epic theatre is thus eminently practical. Human behaviour is shown as alterable; man himself as dependant on certain political and economic factors and at the same time as capable of altering them.' (Brecht) Discuss with detailed reference to Marxist-Leninist theory and two or three plays by Brecht.,"<quote>'The works now being written are leading towards that great epic theatre which corresponds to the sociological situation...they are not going to satisfy the old aesthetics; they are going to destroy it.'</quote><fnote>Brecht, Bertolt, Open letter to Fritz Sternberg, Berliner Borsen-Courier. </fnote>The word 'epic' describes a theatre of highly complex theoretical and practical ideas which took Brecht years to formulate. His passionate belief that theatre must not only reflect the world but most importantly, change it, was the predominant theme in his work. He used his theories of epic theatre to achieve this, indirect contradiction to the prevailing genre of naturalism. Brecht suggested that before his day theatre audiences were passive, hypnotised by the performance, ready to accept whatever was said by the actor as the truth. In his epic form he proposed a theatre which would not be 'dramatic', full of tensions and conflicts, but slower-paced, giving time to reflect and compare. Perhaps his greatest challenge was to create a theatre which would arouse the spectators' interest, even before the arousal of his capacity for action was considered. The interest of audiences past left much to be desired. In the eighteenth century many theatres provided curtains for the boxes, inside...",You are a university student. Write an essay on the topic 'The concern of the epic theatre is thus eminently practical. Human behaviour is shown as alterable; man himself as dependant on certain political and economic factors and at the same time as capable of altering them.' (Brecht) Discuss with detailed reference to Marxist-Leninist theory and two or three plays by Brecht..,,,
BAWE,BAWE_874,"The Victorian feminist Barbara Bodichon observed that 'there is no important office that [women] can hold, with the single exception of that of that of sovereign'; comment on both the explicit and implicit ...","During the Victorian era women were considered to be suitably inferior to men; physically, intellectually and even spiritually. They were perceived as being merely driven by emotion and not reason. In this sense, women who had to work were paid less than men, and those who didn't work at all were reliant on a husband, a father or perhaps some generous male relative for any financial support. Women were victims of this patriarchal society and perhaps this is why Barbara Bodichon states so strongly that women held no importance or status in Victorian society, other than dutifully fulfilling the role of wife and mother and becoming the property of the their husbands. Bodichon herself was a victim of this society's rules and expectations regarding women, yet she did not submit herself or conform to them, rather Bodichon challenged and confronted, campaigning for women's rights and even set up the first women's suffrage committee 1866. Strong women like Bodichon were voicing their protests throughout the Victorian period and this has been reflected in much of the literature written during this time. The typical stereotype of a woman was starting to change, or at least writers were beginning to challenge the original...","You are a university student. Write an essay on the topic The Victorian feminist Barbara Bodichon observed that 'there is no important office that [women] can hold, with the single exception of that of that of sovereign'; comment on both the explicit and implicit ....",,,
BAWE,BAWE_688,What major differences can we observe between the Nazi and New Deal Social Policy during the 1930s?,"The Great Depression had a devastating impact on the socio-economic and political landscape across Europe and America. The countries hit hardest by this economic catastrophe were Germany and America as both countries had experienced similar prosperity and growth in the 1920s. Thus it was in these countries where long-standing socio-political and economic relationships were shook to their foundations; resulting in the installation of two new but very different regimes. This essay compares the social policies of Hitler's Nazi government with the New Deal policies of Roosevelt's Democratic government from 1932 to 1937. There are obvious fundamental differences between these two administrations as they emerged from countries with very different historical cultural development. Moreover they represented opposing ideologies and political systems with the Hitler destroying and Roosevelt upholding democratic institutions. However, prevailing historical accounts have highlighted strikingly similarities between the New Deal and Nazi socio-economic policies (Garraty 1973). They both had the same motivations behind their policies to achieve social cohesion and build a national community in face a devastating crisis; as Garraty (1973:432) argues they both called for the 'nationalistic mobilisation of society'. Both were able to implement progressive ""leftist"" socio-economic reforms while maintaining conservative facades; only possible through the...",You are a university student. Write an essay on the topic What major differences can we observe between the Nazi and New Deal Social Policy during the 1930s?.,,,
BAWE,BAWE_697,"1. In what circumstances is the judiciary prepared to relax the doctrine of the separate legal personality of a company? Is the current legal situation satisfactory from a policy point of view, particularly in the light of the group structure of many modern businesses?","<heading>Introduction</heading>The limited liability company has become the flagship of most capitalist economies since its inauguration in the 19 th century. Yet there are times where the limited liability of companies may cause undue hardship on creditors. Consequently, the judiciary may be prepared to relax the doctrine of the separate legal personality of a company in certain circumstances and render shareholders personally liable. This relaxation is more commonly known as ""lifting"" or ""piercing"" the ""corporate veil"". <fnote>These terms will be used interchangeably throughout the rest of this article. </fnote>However, business practices have changed dramatically over the past century. A number of factors, such as globalization and intensified competition, have triggered the emergence of corporate groups. This raises the central issue of this article: whether courts have been able to cope with this commercial development satisfactorily. We start by briefly introducing fundamental concepts of corporate personality, limited liability and the doctrine of piercing the corporate veil. We then take a look at contemporary problems of corporate group structures before moving on to examine the courts' stance on lifting the corporate veil. By analyzing the underlying policies for the current legal situation, we argue that the current legal situation does not address the...","You are a university student. Write an essay on the topic 1. In what circumstances is the judiciary prepared to relax the doctrine of the separate legal personality of a company? Is the current legal situation satisfactory from a policy point of view, particularly in the light of the group structure of many modern businesses?.",,,
